Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",5983149,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,Passionfruit,Drake,3781815,https://open.spotify.com/track/7hDc8b7IXETo14hHIHdnhd
3,"It Ain't Me (with Selena Gomez)",Kygo,3632878,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
4,"Something Just Like This","The Chainsmokers",3466544,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
5,"That's What I Like","Bruno Mars",3075581,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
6,HUMBLE.,"Kendrick Lamar",3003820,https://open.spotify.com/track/7KXjTSCq5nL1LoYtL7XAwS
7,"Stay (with Alessia Cara)",Zedd,2981706,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
8,"Mask Off",Future,2970696,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
9,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",2926285,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
10,"Galway Girl","Ed Sheeran",2898879,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
11,Paris,"The Chainsmokers",2496068,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
12,"Symphony (feat. Zara Larsson)","Clean Bandit",2477993,https://open.spotify.com/track/1x5sYLZiu9r5E43kMlt9f8
13,Slide,"Calvin Harris",2360848,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
14,"Scared to Be Lonely","Martin Garrix",2321714,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
15,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,2287565,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
16,Issues,"Julia Michaels",2237757,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
17,"You Don't Know Me - Radio Edit","Jax Jones",1946240,https://open.spotify.com/track/00lNx0OcTJrS3MKHcB80HY
18,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",1930151,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
19,"Castle on the Hill","Ed Sheeran",1926150,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
20,Cold,"Maroon 5",1883517,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
21,"Chained To The Rhythm","Katy Perry",1850430,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
22,"Swalla (feat. Nicki Minaj & Ty Dolla $ign)","Jason Derulo",1835807,https://open.spotify.com/track/6kex4EBAj0WHXDKZMEJaaF
23,Believer,"Imagine Dragons",1829027,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
24,"iSpy (feat. Lil Yachty)",KYLE,1821684,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
25,Portland,Drake,1742389,https://open.spotify.com/track/2bjwRfXMk4uRgOD9IBYl9h
26,"I Feel It Coming","The Weeknd",1657282,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
27,"Call On Me - Ryan Riback Extended Remix",Starley,1626856,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
28,Closer,"The Chainsmokers",1622115,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
29,Perfect,"Ed Sheeran",1558603,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
30,"Solo Dance","Martin Jensen",1524780,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
31,Blem,Drake,1509196,https://open.spotify.com/track/2XlHu0HcujBCkWMdIAvrqt
