Position,"Track Name",Artist,Streams,URL
1,Havana,"Camila Cabello",4284243,https://open.spotify.com/track/1rfofaqEpACxVEHIZBJe6W
2,rockstar,"Post Malone",3742827,https://open.spotify.com/track/7wGoVu4Dady5GV0Sv4UIsx
3,"River (feat. Ed Sheeran)",Eminem,3095453,https://open.spotify.com/track/5UEnHoDYpsxlfzWLZIc7LD
4,"Never Be the Same","Camila Cabello",3027609,https://open.spotify.com/track/4eWQlBRaTjPPUlzacqEeoQ
5,"Finesse (Remix) [feat. Cardi B]","Bruno Mars",2806570,https://open.spotify.com/track/3Vo4wInECJQuz9BIBMOu8i
6,Wolves,"Selena Gomez",2738787,https://open.spotify.com/track/7EmGUiUaOSGDnUUQUDrOXC
7,"New Rules","Dua Lipa",2647350,https://open.spotify.com/track/2ekn2ttSfGqwhhate0LSR0
8,"Échame La Culpa","Luis Fonsi",2553829,https://open.spotify.com/track/1zsG4eaZmkA1dvjDDsAGLK
9,"Him & I (with Halsey)",G-Eazy,2517001,https://open.spotify.com/track/5k38wzpLb15YgncyWdTZE4
10,"Let You Down",NF,2466850,https://open.spotify.com/track/6mrKP2jyIQmM0rw6fQryjr
11,Perfect,"Ed Sheeran",2451301,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
12,"What Lovers Do (feat. SZA)","Maroon 5",2181718,https://open.spotify.com/track/3hBBKuWJfxlIlnd9QFoC8k
13,"All The Stars (with SZA)","Kendrick Lamar",2049650,https://open.spotify.com/track/12SJpYZEdj4kzWZ8FPFg4Y
14,"I Fall Apart","Post Malone",2038741,https://open.spotify.com/track/75ZvA4QfFiZvzhj2xkaWAh
15,"Let Me Go (with Alesso, Florida Georgia Line & watt)","Hailee Steinfeld",2029253,https://open.spotify.com/track/5AEtlRudpgdT5FtNiuly6Y
16,"Shape of You","Ed Sheeran",1999154,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
17,"Perfect Duet (Ed Sheeran & Beyoncé)","Ed Sheeran",1983636,https://open.spotify.com/track/1bhUWB0zJMIKr9yVPrkEuI
18,"Too Good At Goodbyes","Sam Smith",1951834,https://open.spotify.com/track/1mXVgsBdtIVeCLJnSnmtdV
