Position,"Track Name",Artist,Streams,URL
1,"Shape of You","Ed Sheeran",8738426,https://open.spotify.com/track/7qiZfU4dY1lWllzX7mPBI3
2,"Galway Girl","Ed Sheeran",4670824,https://open.spotify.com/track/0afhq8XCExXpqazXczTSve
3,"It Ain't Me (with Selena Gomez)",Kygo,4355526,https://open.spotify.com/track/3eR23VReFzcdmS7TYCrhCe
4,"Castle on the Hill","Ed Sheeran",4229766,https://open.spotify.com/track/6PCUP3dWmTjcTtXY02oFdT
5,"Something Just Like This","The Chainsmokers",4190621,https://open.spotify.com/track/6RUKPb4LETWmmr3iAEQktW
6,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""",ZAYN,3555972,https://open.spotify.com/track/3NdDpSvN911VPGivFlV5d0
7,Perfect,"Ed Sheeran",3467458,https://open.spotify.com/track/0tgVpDi06FyKpA1z0VMD4v
8,Paris,"The Chainsmokers",3352779,https://open.spotify.com/track/72jbDTw1piOOj770jWNeaG
9,Happier,"Ed Sheeran",3307967,https://open.spotify.com/track/2RttW7RAu5nOAfq6YFvApB
10,"Despacito (Featuring Daddy Yankee)","Luis Fonsi",3245142,https://open.spotify.com/track/4aWmUDTfIPGksMNLV2rQP2
11,Dive,"Ed Sheeran",3037322,https://open.spotify.com/track/51ChrwmUPDJvedPQnIU8Ls
12,"New Man","Ed Sheeran",2980231,https://open.spotify.com/track/5HDPtsnyb3maFmPL8LLUTG
13,"Scared to Be Lonely","Martin Garrix",2880295,https://open.spotify.com/track/3ebXMykcMXOcLeJ9xZ17XH
14,"That's What I Like","Bruno Mars",2815958,https://open.spotify.com/track/0KKkJNfGyhkQ5aFogxQAPU
15,"Chained To The Rhythm","Katy Perry",2787873,https://open.spotify.com/track/6520aj0B4FSKGVuKNsOCOi
16,"What Do I Know?","Ed Sheeran",2726544,https://open.spotify.com/track/2pJZ1v8HezrAoZ0Fhzby92
17,"Stay (with Alessia Cara)",Zedd,2677303,https://open.spotify.com/track/0dA2Mk56wEzDgegdC6R17g
18,Issues,"Julia Michaels",2669981,https://open.spotify.com/track/1sXUWdKx03aP9Gmzft58rt
19,"How Would You Feel (Paean)","Ed Sheeran",2521749,https://open.spotify.com/track/6PJ8FF6UR8FZXfEvpHkIVN
20,"Supermarket Flowers","Ed Sheeran",2368419,https://open.spotify.com/track/4VuS959DSpr82t3qBqCrWG
21,Barcelona,"Ed Sheeran",2341115,https://open.spotify.com/track/3Lfiu5sZ4M4B6JaKMBc0FU
22,"Rockabye (feat. Sean Paul & Anne-Marie)","Clean Bandit",2279361,https://open.spotify.com/track/5knuzwU65gJK7IF5yJsuaW
23,Slide,"Calvin Harris",2254583,https://open.spotify.com/track/7tr2za8SQg2CI8EDgrdtNl
24,"Hearts Don't Break Around Here","Ed Sheeran",2202765,https://open.spotify.com/track/2dfHh7ECGxfNqZTQno09Vk
25,Cold,"Maroon 5",2193991,https://open.spotify.com/track/5NNlUMcOEOdoOIwwaWXv0k
26,"Green Light",Lorde,2180123,https://open.spotify.com/track/0gbBzIqrECJOEPvQJIBFs5
27,"I Feel It Coming","The Weeknd",2167257,https://open.spotify.com/track/5GXAXm5YOmYT0kL5jHvYBt
28,"Say You Won't Let Go","James Arthur",2163482,https://open.spotify.com/track/5uCax9HTNlzGybIStD3vDh
29,"Nancy Mulligan","Ed Sheeran",2157585,https://open.spotify.com/track/35QZaWQRkmnAVqBF1TLCxQ
30,Believer,"Imagine Dragons",2150976,https://open.spotify.com/track/0CcQNd8CINkwQfe1RDtGV6
31,Eraser,"Ed Sheeran",2142927,https://open.spotify.com/track/7oolFzHipTMg2nL7shhdz2
32,Closer,"The Chainsmokers",1998471,https://open.spotify.com/track/7BKLCZ1jbUBVqRi2FVlTVw
33,"Call On Me - Ryan Riback Extended Remix",Starley,1997774,https://open.spotify.com/track/78rIJddV4X0HkNAInEcYde
34,"iSpy (feat. Lil Yachty)",KYLE,1982199,https://open.spotify.com/track/2EEeOnHehOozLq4aS0n6SL
35,"Bibia Be Ye Ye","Ed Sheeran",1917807,https://open.spotify.com/track/6SznMYPQJHzr3IwsAHLId2
36,Starboy,"The Weeknd",1904710,https://open.spotify.com/track/5aAx2yezTd8zXrkmtKl66Z
37,"Mask Off",Future,1862131,https://open.spotify.com/track/3rOSwuTsUlJp0Pu0MkN8r8
38,"Save Myself","Ed Sheeran",1793469,https://open.spotify.com/track/6TIU9Ehmi6dMzZK73Ym4yj
39,"Run Up (feat. PARTYNEXTDOOR & Nicki Minaj)","Major Lazer",1780358,https://open.spotify.com/track/0fg8CqpjdojMyXLNzM2PaJ
40,"Bad and Boujee (feat. Lil Uzi Vert)",Migos,1731181,https://open.spotify.com/track/4Km5HrUvYTaSUfiSGPJeQR
41,"How Far I'll Go - From ""Moana""","Alessia Cara",1718629,https://open.spotify.com/track/5hYTyyh2odQKphUbMqc5gN
42,Chantaje,Shakira,1666723,https://open.spotify.com/track/6mICuAdrwEjh6Y6lroV2Kg
43,"Solo Dance","Martin Jensen",1606278,https://open.spotify.com/track/6HUnnBwYZqcED1eQztxMBN
44,"All Night","The Vamps",1523065,https://open.spotify.com/track/1yNyoWWWikbLhwIGWjZuDW
45,Weak,AJR,1517925,https://open.spotify.com/track/3E2Zh20GDCR9B1EYjfXWyv
46,"Just Hold On","Steve Aoki",1508953,https://open.spotify.com/track/3EmmCZoqpWOTY1g2GBwJoR
47,"All Time Low","Jon Bellion",1491013,https://open.spotify.com/track/1CnPYaKxTVb4LWOtiGOm0m
48,"El Amante","Nicky Jam",1459216,https://open.spotify.com/track/3umS4y3uQDkqekNjVpiRUs
49,"Bounce Back","Big Sean",1458148,https://open.spotify.com/track/0SGkqnVQo9KPytSri1H6cF
50,Congratulations,"Post Malone",1410467,https://open.spotify.com/track/3a1lNhkSLSkpJE4MSHpDu9
